ATM,Sitio,CR,Division,Marca,Tipo dispositivo,Estatus dispositivo,Calle,Num. Ext.,Estado,Ciudad,CP,Del/Muni,Colonia,Latitud,Longitud,Tipo localidad,IDC,ETV
649,ARKANA NORTE,897,METROPOLITANA NORTE,GRG,DISPENSADOR,ACTIVO,AUTOPISTA MEXICO QRO KM 302,SN,ESTADO DE MEXICO,CUAUTITLAN IZCALLI,54763,CUAUTITLAN IZCALLI,SAN MARTIN TEPETLIXPAN,19.47226733,-99.19247045,SUC,GRG,APODERADO
650,TRUPER JILOTEPEC,6062,METROPOLITANA NORTE,WINCOR,DISPENSADOR,ACTIVO,PARQUE INDUSTRIAL,1,ESTADO DE MEXICO,ESTADO DE MEXICO,54240,JILOTEPEC,JILOTEPEC DE MOLINA ENRIQUEZ,19.9728915,-99.5276487,REM,WINCOR,SEPSA
651,SANTA ROSALIA,5314,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,ALVARO OBREGON,SN,BAJA CALIFORNIA SUR,SANTA ROSALIA,23920,MULEGE,CENTRO,27.3366267,-112.2691141,SUC,DIEBOLD,APODERADO
652,AEROPUERTO DE PUERTO VALLARTA,6062,OCCIDENTE,DIEBOLD,DISPENSADOR,ACTIVO,CTRA A TEPIC,KM 75,JALISCO,PUERTO VALLARTA,48335,PUERTO VALLARTA,VILLA DE LAS FLORES,20.6758143,-105.2510461,REM,DIEBOLD,SEPSA
653,ARKANA NORTE,897,METROPOLITANA NORTE,GRG,DISPENSADOR,ACTIVO,AUTOPISTA MEXICO QRO KM 302,SN,ESTADO DE MEXICO,CUAUTITLAN IZCALLI,54763,CUAUTITLAN IZCALLI,SAN MARTIN TEPETLIXPAN,19.47226733,-99.19247045,SUC,GRG,APODERADO
654,CENTRO HOSPITALARIO MAC CD DE MEXICO,6062,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,PERIFERICO SUR,5246,DISTRITO FEDERAL,CIUDAD DE MEXICO,�04700,COYOACAN,PEDREGAL DE CARRASCO,19.30358387,-99.17422346,REM,DIEBOLD,SEPSA
655,LOS REYES LA PAZ LOS REYES II,4104,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,CTRA LIBRE MEXICO PUEBLA,M 18 1/2,ESTADO DE MEXICO,LOS REYES ACAQUILPAN (LA PAZ),56400,LA PAZ,LOS REYES ACAQUILPAN,19.35483372,-98.97772843,SUC,DIEBOLD,APODERADO
656,SOR JUANA,103,METROPOLITANA NORTE,DIEBOLD,DISPENSADOR,ACTIVO,SOR JUANA INES DE LA CRUZ,314,ESTADO DE MEXICO,TLALNEPANTLA DE BAZ,54020,TLALNEPANTLA DE BAZ,LAS ROSAS,19.5394665,-99.2091599,SUC,DIEBOLD,APODERADO
657,PLAYA VICENTE,5691,SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV INDEPENDENCIA,1156,VERACRUZ,PLAYA VICENTE,95600,PLAYA VICENTE,CENTRO,17.828064,-95.81514,SUC,DIEBOLD,APODERADO
658,CIUDAD DEL MAIZ CENTRO,5787,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,MANUEL JOSE OTHON,43,SAN LUIS POTOSI,EL NARANJO,79300,EL NARANJO,CENTRO,22.4003969,-99.6003869,SUC,DIEBOLD,APODERADO
659,ROSARIO,5800,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,CRISTERNA,68,SINALOA,EL ROSARIO,82800,ROSARIO,CENTRO,22.987422,-105.855501,SUC,DIEBOLD,APODERADO
660,CORDOBA,4118,METROPOLITANA SUR,GRG,DISPENSADOR,ACTIVO,DURANGO,81,DISTRITO FEDERAL,CIUDAD DE MEXICO,6700,CUAUHTEMOC,ROMA,19.421595,-99.159086,SUC,GRG,APODERADO
661,ALSUPER 5 DE MAYO,6062,NORESTE,DIEBOLD,DISPENSADOR,ACTIVO,AV 5 DE MAYO,1423,DURANGO,GOMEZ PALACIO,35030,GOMEZ PALACIO,FRANCISCO GONZALEZ DE LA VEGA,25.5801,-103.493,REM,DIEBOLD,SEPSA
662,ROSARIO,5800,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,CRISTERNA,68,SINALOA,EL ROSARIO,82800,ROSARIO,CENTRO,22.987422,-105.855501,SUC,DIEBOLD,APODERADO
663,SORIANA EL PENON,6062,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,ACALOTE,SN,ESTADO DE MEXICO,CHIMALHUACAN,56330,CHIMALHUACAN,BARRIO XOCHITENCO,19.429673,-98.960527,REM,DIEBOLD,SEPSA
664,CHIHUAHUA ZARCO,272,NOROESTE,NCR,DISPENSADOR,ACTIVO,CUAUHTEMOC,3201,CHIHUAHUA,CHIHUAHUA,31020,CHIHUAHUA,ZARCO,28.6283835,-106.0847079,SUC,NCR,APODERADO
665,TAMAZUNCHALE,6530,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,AV JUAREZ,115,SAN LUIS POTOSI,TAMAZUNCHALE,79960,TAMAZUNCHALE,SAN MIGUEL,21.258347,-98.787056,SUC,DIEBOLD,APODERADO
666,CHIHUAHUA ZARCO,272,NOROESTE,GRG,PRACTDUAL,ACTIVO,CUAUHTEMOC,3201,CHIHUAHUA,CHIHUAHUA,31020,CHIHUAHUA,ZARCO,28.6283835,-106.0847079,SUC,GRG,APODERADO
667,MAGDALENA OFICINA PRINCIPAL,5823,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,ALLENDE,301,SONORA,MAGDALENA DE KINO,84160,MAGDALENA,CENTRO,30.628888,-110.969017,SUC,DIEBOLD,APODERADO
668,MUNICIPIO DE CAJEME,6062,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,SINALOA,SN,SONORA,AGUA PRIETA,84200,AGUA PRIETA,CENTRO,25.1721091,-107.4795173,REM,DIEBOLD,SEPSA
669,ERMITA ROJO GOMEZ,73,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,CALZ ERMITA IZTAPALAPA,1863,DISTRITO FEDERAL,CIUDAD DE MEXICO,9830,IZTAPALAPA,LOS ANGELES,19.349925,-99.073524,SUC,DIEBOLD,APODERADO
670,MAGDALENA OFICINA PRINCIPAL,5823,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,ALLENDE,301,SONORA,MAGDALENA DE KINO,84160,MAGDALENA,CENTRO,30.628888,-110.969017,SUC,DIEBOLD,APODERADO
671,ADO TERMINAL TEHUACAN,6062,SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV INDEPENDENCIA PONIENTE,119,PUEBLA,TEHUACAN,75700,TEHUACAN,CENTRO DE LA CIUDAD,18.4629,-97.3959,REM,DIEBOLD,SEPSA
672,JURISDICCION SANITARIA I CIUDAD VICTORIA,6062,NORESTE,DIEBOLD,DISPENSADOR,ACTIVO,CENTRO EDUCATIVO ADOLFO LOPEZ MATEOS,SN,TAMAULIPAS,CIUDAD VICTORIA,87120,VICTORIA,PEDRO SOSA,23.72179955,-99.14921484,REM,DIEBOLD,SEPSA
673,ADO TERMINAL XALAPA CAXA,6062,SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV 20 DE NOVIEMBRE,571,VERACRUZ,XALAPA-ENRIQUEZ,91045,XALAPA,AGUA SANTA INFONAVIT,19.527755,-96.90318,REM,DIEBOLD,SEPSA
674,CHIHUAHUA ZARCO,272,NOROESTE,GRG,PRACTDUAL,ACTIVO,CUAUHTEMOC,3201,CHIHUAHUA,CHIHUAHUA,31020,CHIHUAHUA,ZARCO,28.6283835,-106.0847079,SUC,GRG,APODERADO
675,P&G INTERLOMAS,6062,METROPOLITANA NORTE,DIEBOLD,DISPENSADOR,ACTIVO,AV JESUS DEL MONTE,51 POR ANDEN 4 DE PROVEDORES,ESTADO DE MEXICO,HUIXQUILUCAN DE DEGOLLADO,52763,HUIXQUILUCAN,HACIENDA DE LAS PALMAS,19.397306,-99.285093,REM,DIEBOLD,SEPSA
676,MONTERREY CENTRO PRINCIPAL,4485,NORESTE,GRG,DISPENSADOR,ACTIVO,AV HIDALGO,400,NUEVO LEON,MONTERREY,64000,MONTERREY,CENTRO,25.6683319,-100.321484,SUC,GRG,APODERADO
677,LEON SAN SEBASTIAN,6656,BAJIO,WINCOR,PRACTDUAL,ACTIVO,BLVD JUAN JOSE TORRES LANDA,1325,GUANAJUATO,LEON DE LOS ALDAMA,37450,LEON,LOS LIMONES,21.1046308,-101.7021593,SUC,WINCOR,APODERADO
678,MAGDALENA OFICINA PRINCIPAL,5823,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,ALLENDE,301,SONORA,MAGDALENA DE KINO,84160,MAGDALENA,CENTRO,30.628888,-110.969017,SUC,DIEBOLD,APODERADO
679,SORIANA OCOTLAN,6062,OCCIDENTE,DIEBOLD,DISPENSADOR,ACTIVO,AV UNIVERSIDAD,430,JALISCO,OCOTLAN,47850,OCOTLAN,SAN VICENTE,20.35608173,-102.7809086,REM,DIEBOLD,SEPSA
680,ACTOPAN CENTRO,5596,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,PLAZA JUAREZ,582,HIDALGO,ACTOPAN,42500,ACTOPAN,CENTRO,20.268971,-98.945121,SUC,DIEBOLD,APODERADO
681,COLEGIO DE BACHILLERES,6062,METROPOLITANA SUR,NCR,DISPENSADOR,ACTIVO,PROLONGACION RANCHO VISTA HERMOSA,105,DISTRITO FEDERAL,CIUDAD DE MEXICO,4920,COYOACAN,LOS GIRASOLES,19.3070901,-99.1236174,REM,NCR,SEPSA
682,HUAMANTLA JUAREZ,538,SUR,DIEBOLD,DISPENSADOR,ACTIVO,JUAREZ NORTE,208,TLAXCALA,HUAMANTLA,90500,HUAMANTLA,CENTRO,19.315754,-97.922535,SUC,DIEBOLD,APODERADO
683,MARTINEZ DE LA TORRE,556,SUR,DIEBOLD,DISPENSADOR,ACTIVO,MANUEL AVILA CAMACHO,SN,VERACRUZ,MARTINEZ DE LA TORRE,93600,MARTINEZ DE LA TORRE,CENTRO,20.062812,-97.05307,SUC,DIEBOLD,APODERADO
684,RIO ATOTONILCO,417,OCCIDENTE,DIEBOLD,DISPENSADOR,ACTIVO,RIO ATOTONILCO,1587,JALISCO,GUADALAJARA,44870,GUADALAJARA,ATLAS,20.641249,-103.329982,SUC,DIEBOLD,APODERADO
685,CENTRO VACACIONAL TRINIDAD IMSS,6062,SUR,GRG,DISPENSADOR,ACTIVO,AV DEL TRABAJO,SN,TLAXCALA,SANTA CRUZ TLAXCALA,90640,SANTA CRUZ TLAXCALA,SANTA CRUZ TLAXCALA,19.3587773,-98.1533684,REM,GRG,SEPSA
686,PLAZA PLATINIUM,1513,NOROESTE,GRG,DISPENSADOR,ACTIVO,AV. DE LA CANTERA,9120,CHIHUAHUA,CHIHUAHUA,31115,CHIHUAHUA,LAS MISIONES,28.648199,-106.136924,SUC,GRG,APODERADO
687,AUTLAN,1202,OCCIDENTE,DIEBOLD,DISPENSADOR,ACTIVO,GONZALEZ RUBIO,6,JALISCO,AUTLAN DE NAVARRO,48900,AUTLAN DE NAVARRO,CENTRO,19.771738,-104.366285,SUC,DIEBOLD,APODERADO
688,PLAZA GRAN SUR,4759,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,BLVD NUEVO HIDALGO,509 A,HIDALGO,PACHUCA DE SOTO,42083,PACHUCA DE SOTO,COLONIAS,20.059057,-98.776389,SUC,DIEBOLD,APODERADO
689,TAMAZUNCHALE,6530,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,AV JUAREZ,115,SAN LUIS POTOSI,TAMAZUNCHALE,79960,TAMAZUNCHALE,SAN MIGUEL,21.258347,-98.787056,SUC,DIEBOLD,APODERADO
690,ENRIQUE DIAZ DE LEON,3862,OCCIDENTE,DIEBOLD,DISPENSADOR,ACTIVO,AV ENRIQUE DIAZ DE LEON,599,JALISCO,GUADALAJARA,44190,GUADALAJARA,MODERNA,20.667782,-103.359225,SUC,DIEBOLD,APODERADO
691,CALPULALPAN CENTRO,5888,SUR,DIEBOLD,DISPENSADOR,ACTIVO,PORTAL HIDALGO,1,TLAXCALA,CALPULALPAN,90200,CALPULALPAN,CENTRO,19.587953,-98.570412,SUC,DIEBOLD,APODERADO
692,FRIO EXPRESS SA DE CV,6062,NORESTE,DIEBOLD,DISPENSADOR,ACTIVO,CARRETERA AL AEROPUERTO KM 2.5,2512,TAMAULIPAS,NUEVO LAREDO,88295,NUEVO LAREDO,ENRIQUE CARDENAS,27.4334297,-99.5573721,REM,DIEBOLD,SEPSA
693,CAPEJ PORFIRIO DIAZ EDIF J,6062,SUR,DIEBOLD,DISPENSADOR,ACTIVO,CARRETERA OAXACA PUERTO ESCONDIDO OAXACA,KM 18,OAXACA,SAN BARTOLO COYOTEPEC,71295,SAN BARTOLO COYOTEPEC,REYES MANTECON,16.910158,-96.721062,REM,DIEBOLD,SEPSA
694,MAGDALENA OFICINA PRINCIPAL,5823,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,ALLENDE,301,SONORA,MAGDALENA DE KINO,84160,MAGDALENA,CENTRO,30.628888,-110.969017,SUC,DIEBOLD,APODERADO
695,LEON BOULEVARD,474,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,BLVD ADOLFO LOPEZ MATEOS,1410,GUANAJUATO,LEON DE LOS ALDAMA,37270,LEON,LA ESTRELLA,21.118772,-101.663493,SUC,DIEBOLD,APODERADO
696,CALPULALPAN CENTRO,5888,SUR,DIEBOLD,DISPENSADOR,ACTIVO,PORTAL HIDALGO,1,TLAXCALA,CALPULALPAN,90200,CALPULALPAN,CENTRO,19.587953,-98.570412,SUC,DIEBOLD,APODERADO
697,HOSPITAL GENERAL DE ZONA NO. 32,6062,METROPOLITANA SUR,GRG,DISPENSADOR,ACTIVO,CALZADA DEL HUESO,SN,DISTRITO FEDERAL,CIUDAD DE MEXICO,4980,COYOACAN,EX-EJIDO DE SANTA URSULA COAPA,19.30784253,-99.13120237,REM,GRG,SEPSA
698,METEPEC SAN ISIDRO,5024,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,PASEO SAN ISIDRO,318,ESTADO DE MEXICO,METEPEC,52140,METEPEC,SANTIAGUJITO,19.252798,-99.59399,SUC,WINCOR,APODERADO
699,LEON SAN SEBASTIAN,6656,BAJIO,GRG,PRACTDUAL,ACTIVO,BLVD JUAN JOSE TORRES LANDA,1325,GUANAJUATO,LEON DE LOS ALDAMA,37450,LEON,LOS LIMONES,21.1046308,-101.7021593,SUC,GRG,APODERADO
700,INAOE,6062,SUR,DIEBOLD,DISPENSADOR,ACTIVO,LUIS ENRIQUE ERRO,1,PUEBLA,SAN ANDRES CHOLULA,72840,SAN ANDRES CHOLULA,SANTA MARIA TONANTZINTLA,19.03233,-98.315225,REM,DIEBOLD,SEPSA
701,PUEBLA 43 ORIENTE,507,SUR,DIEBOLD,DISPENSADOR,ACTIVO,43 ORIENT,201,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,72530,PUEBLA,HUEXOTITLA,19.026703,-98.206445,SUC,DIEBOLD,APODERADO
702,PUEBLA 43 ORIENTE,507,SUR,DIEBOLD,DISPENSADOR,ACTIVO,43 ORIENT,201,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,72530,PUEBLA,HUEXOTITLA,19.026703,-98.206445,SUC,DIEBOLD,APODERADO
703,MONTE ESCOBEDO CENTRO,5971,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,RUIZ CORTEZ,13,ZACATECAS,MONTE ESCOBEDO,99400,MONTE ESCOBEDO,CENTRO,22.301707,-103.561514,SUC,DIEBOLD,APODERADO
704,NAVOLATO,6790,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,ANGEL FLORES,77 PTE,SINALOA,NAVOLATO,80320,NAVOLATO,CENTRO,24.770125,-107.697955,SUC,DIEBOLD,APODERADO
705,MUNICIPIO DE SANTA CATARINA JUQUILLA,6062,SUR,DIEBOLD,DISPENSADOR,ACTIVO,PLAZA PUBLICA,2220,OAXACA,SAN PEDRO MIXTEPEC DISTRITO 22,71996,SAN PEDRO MIXTEPEC -DTO 22 -,CENTRO,16.2369022,-97.2986509,REM,DIEBOLD,SEPSA
706,HEGEL,17,METROPOLITANA NORTE,DIEBOLD,DISPENSADOR,ACTIVO,HEGEL,155 LOCAL B,DISTRITO FEDERAL,CIUDAD DE MEXICO,11560,MIGUEL HIDALGO,CHAPULTEPEC MORALES,19.43582612,-99.18815405,SUC,DIEBOLD,APODERADO
707,SORIANA POZA RICA,6062,SUR,WINCOR,DISPENSADOR,ACTIVO,BLVD ADOLFO RUIZ CORTINES,SN,VERACRUZ,POZA RICA DE HIDALGO,93230,POZA RICA DE HIDALGO,LAS PALMAS,20.54835692,-97.4502732,REM,WINCOR,SEPSA
708,TUXPAN JARDINES,6502,SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV DEMETRIO RUIZ MALERVA,SN,VERACRUZ,TUXPAM DE RODRIGUEZ CANO,92890,TUXPAN,JARDINES,20.9511353,-97.4150287,SUC,DIEBOLD,APODERADO
710,MAZATLAN CENTRO,5795,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,CALLE 21 DE MARZO,800,SINALOA,MAZATLAN,82000,MAZATLAN,CENTRO,23.200798,-106.421556,SUC,DIEBOLD,APODERADO
711,TUXPAN JARDINES,6502,SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV DEMETRIO RUIZ MALERVA,SN,VERACRUZ,TUXPAM DE RODRIGUEZ CANO,92890,TUXPAN,JARDINES,20.9511353,-97.4150287,SUC,DIEBOLD,APODERADO
712,POZA RICA OBRERA,542,SUR,GRG,DISPENSADOR,ACTIVO,AV 4 NORTE,32,VERACRUZ,POZA RICA DE HIDALGO,93260,POZA RICA DE HIDALGO,OBRERA,20.531614,-97.461478,SUC,GRG,APODERADO
713,VILLAFLORES,6711,SURESTE,DIEBOLD,DISPENSADOR,ACTIVO,AV CENTRAL,SN,CHIAPAS,VILLAFLORES,30470,VILLAFLORES,CENTRO,16.23570603,-93.26931632,SUC,DIEBOLD,APODERADO
714,GUTIERREZ ZAMORA CENTRO,6507,SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV AVILA CAMACHO,34,VERACRUZ,GUTIERREZ ZAMORA,93550,GUTIERREZ ZAMORA,CENTRO,20.4517633,-97.0839026,SUC,DIEBOLD,APODERADO
715,PQUE. IND. GUADALAJARA TECHNOLOGY PARK,6062,OCCIDENTE,GRG,DISPENSADOR,ACTIVO,CARR. GDL - TEPIC,1023,JALISCO,PUERTO VALLARTA,48338,PUERTO VALLARTA,EL CARMEN,20.721264,-103.491683,REM,GRG,SEPSA
716,PQUE. IND. GUADALAJARA TECHNOLOGY PARK,6062,OCCIDENTE,GRG,PRACTDUAL,ACTIVO,CARR. GDL - TEPIC,1023,JALISCO,PUERTO VALLARTA,48338,PUERTO VALLARTA,EL CARMEN,20.721264,-103.491683,REM,GRG,SEPSA
717,CHRISTUS MUGUERZA SALTILLO,6062,NORESTE,DIEBOLD,DISPENSADOR,ACTIVO,CTRA SALTILLO MONTERRREY,KM 4.5,COAHUILA,SALTILLO,25210,SALTILLO,BRISAS,25.477539,-100.978596,REM,DIEBOLD,SEPSA
718,VILLAFLORES,6711,SURESTE,DIEBOLD,DISPENSADOR,ACTIVO,AV CENTRAL,SN,CHIAPAS,VILLAFLORES,30470,VILLAFLORES,CENTRO,16.23570603,-93.26931632,SUC,DIEBOLD,APODERADO
719,MUNICIPIO DE TULTEPEC (Edificio anexo a la Presidencia),6062,METROPOLITANA NORTE,GRG,DISPENSADOR,ACTIVO,MARIANO ESCOBEDO,SN,ESTADO DE MEXICO,TULTEPEC,54960,TELTEPEC,EL CARMEN,19.686647,-99.12847,REM,GRG,SEPSA
720,PLAZA SENDERO LOS MOCHIS,1381,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,BLVD ANTONIO ROSALES,23000,SINALOA,LOS MOCHIS,81200,AHOME,MIGUEL HIDALGO,25.820674,-108.979098,SUC,DIEBOLD,APODERADO
721,AGUASCALIENTES EXPOPLAZA,3939,BAJIO,WINCOR,PRACTDUAL,ACTIVO,AV CONVENCION DE 1914 PONIENTE,250,AGUASCALIENTES,AGUASCALIENTES,20080,AGUASCALIENTES,FRACC MODELO,21.874606,-102.311599,SUC,WINCOR,APODERADO
722,VILLAFLORES,6711,SURESTE,DIEBOLD,DISPENSADOR,ACTIVO,AV CENTRAL,SN,CHIAPAS,VILLAFLORES,30470,VILLAFLORES,CENTRO,16.233833,-93.268572,SUC,DIEBOLD,APODERADO
726,PLAZA SENDERO LOS MOCHIS,1381,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,BLVD ANTONIO ROSALES,23000,SINALOA,LOS MOCHIS,81200,AHOME,MIGUEL HIDALGO,25.820674,-108.979098,SUC,DIEBOLD,APODERADO
727,PLAZA MEXICO,434,OCCIDENTE,DIEBOLD,DISPENSADOR,ACTIVO,AV MEXICO,3228,JALISCO,GUADALAJARA,44670,GUADALAJARA,MONRAZ,20.679081,-103.39673,SUC,DIEBOLD,APODERADO
728,TICOMAN,3711,METROPOLITANA NORTE,DIEBOLD,DISPENSADOR,ACTIVO,AV. TICOMAN,1209,DISTRITO FEDERAL,CIUDAD DE MEXICO,7340,GUSTAVO A MADERO,SANTA MARIA TICOMAN,19.5145876,-99.1349929,SUC,DIEBOLD,APODERADO
729,EBANO,6532,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,VICENTE GUERRERO,15,SAN LUIS POTOSI,EBANO,79100,EBANO,TULIPANES,22.213609,-98.375061,SUC,DIEBOLD,APODERADO
730,EBANO,6532,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,VICENTE GUERRERO,15,SAN LUIS POTOSI,EBANO,79100,EBANO,TULIPANES,22.213609,-98.375061,SUC,DIEBOLD,APODERADO
731,LEON PARQUE HIDALGO,475,BAJIO,WINCOR,PRACTDUAL,ACTIVO,BLVD ADOLFO LOPEZ MATEOS PONIENTE,1008,GUANAJUATO,LEON DE LOS ALDAMA,37320,LEON,INDUSTRIAL,20.51964787,-100.8274239,SUC,WINCOR,APODERADO
732,LEON BOULEVARD HIDALGO,484,BAJIO,GRG,DISPENSADOR,ACTIVO,BLVD MIGUEL HIDALGO,1207,GUANAJUATO,LEON DE LOS ALDAMA,37220,LEON,HIDALGO,21.1465461,-101.6719196,SUC,GRG,APODERADO
733,MARTINEZ DE LA TORRE,556,SUR,DIEBOLD,DISPENSADOR,ACTIVO,MANUEL AVILA CAMACHO,SN,VERACRUZ,MARTINEZ DE LA TORRE,93600,MARTINEZ DE LA TORRE,CENTRO,20.062812,-97.05307,SUC,DIEBOLD,APODERADO
734,ZAPOPAN PASEOS DEL SOL,3893,OCCIDENTE,GRG,DISPENSADOR,ACTIVO,AV MARIANO OTERO,5944 LT 28 MZ 68,JALISCO,ZAPOPAN,45070,ZAPOPAN,PASEOS DEL SOL,20.6311925,-103.4332531,SUC,GRG,APODERADO
735,CRISVER,6062,SUR,GRG,DISPENSADOR,ACTIVO,BLVD CULTURAS VERACRUZNAS,24,VERACRUZ,XALAPA,91097,XALAPA,NUEVA XALAPA,19.5116709,-96.9174851,REM,GRG,SEPSA
736,EBANO,6532,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,VICENTE GUERRERO,15,SAN LUIS POTOSI,EBANO,79100,EBANO,TULIPANES,22.213609,-98.375061,SUC,DIEBOLD,APODERADO
737,MARTINEZ DE LA TORRE,556,SUR,DIEBOLD,DISPENSADOR,ACTIVO,MANUEL AVILA CAMACHO,SN,VERACRUZ,MARTINEZ DE LA TORRE,93600,MARTINEZ DE LA TORRE,CENTRO,20.062812,-97.05307,SUC,DIEBOLD,APODERADO
738,TEAPA CENTRO,4432,SURESTE,WINCOR,PRACTDUAL,ACTIVO,GREGORIO MENDEZ,102,TABASCO,TEAPA,86800,TEAPA,CENTRO,17.5492093,-92.9531683,SUC,WINCOR,APODERADO
739,CIUDAD OBREGON NAINARI,642,NOROESTE,WINCOR,DISPENSADOR,ACTIVO,MIGUEL ALEMAN,548,SONORA,CIUDAD OBREGON,85010,CAJEME,NORTE,27.504734,-109.930503,SUC,WINCOR,APODERADO
740,HUATABAMPO OFICINA PRINCIPAL,6583,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,GUERRERO,SN,SONORA,HUATABAMPO,85900,HUATABAMPO,CENTRO,26.825583,-109.6427,SUC,DIEBOLD,APODERADO
741,TICOMAN,3711,METROPOLITANA NORTE,DIEBOLD,DISPENSADOR,ACTIVO,AV. TICOMAN,1209,DISTRITO FEDERAL,CIUDAD DE MEXICO,7340,GUSTAVO A MADERO,SANTA MARIA TICOMAN,19.5145876,-99.1349929,SUC,DIEBOLD,APODERADO
742,HUATABAMPO OFICINA PRINCIPAL,6583,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,GUERRERO,SN,SONORA,HUATABAMPO,85900,HUATABAMPO,CENTRO,26.825583,-109.6427,SUC,DIEBOLD,APODERADO
743,HUATABAMPO OFICINA PRINCIPAL,6583,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,GUERRERO,SN,SONORA,HUATABAMPO,85900,HUATABAMPO,CENTRO,26.825583,-109.6427,SUC,DIEBOLD,APODERADO
744,HUATABAMPO OFICINA PRINCIPAL,6583,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,GUERRERO,SN,SONORA,HUATABAMPO,85900,HUATABAMPO,CENTRO,26.825583,-109.6427,SUC,DIEBOLD,APODERADO
745,HUATABAMPO OFICINA PRINCIPAL,6583,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,GUERRERO,SN,SONORA,HUATABAMPO,85900,HUATABAMPO,CENTRO,26.825583,-109.6427,SUC,DIEBOLD,APODERADO
746,CUERNAVACA UNIVERSIDAD,3923,SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV UNIVERSIDAD,200,MORELOS,CUERNAVACA,62100,CUERNAVACA,SANTA MARIA AHUACATITLAN,18.9753166,-99.2461246,SUC,DIEBOLD,APODERADO
748,CIUDAD JUAREZ NOGALES,6616,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,AV PLUTARCO ELIAS CALLES,SN,CHIHUAHUA,JUAREZ,32350,JUAREZ,LOS NOGALES,31.7246122,-106.4425156,SUC,DIEBOLD,APODERADO
749,SORIANA CUAUHTEMOC,6062,NOROESTE,NCR,DISPENSADOR,ACTIVO,BLVD FERNANDO BAEZA,2821,CHIHUAHUA,CUAUHTEMOC,31520,CUAUHTEMOC,AMPLIACION BARRIO LERDO,28.398278,-106.880044,REM,NCR,SEPSA
751,ASCENSION,6629,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,AV MEXICO,SN,CHIHUAHUA,ASCENSION,31820,ASCENSION,ASCENSION,31.093018,-107.996126,SUC,DIEBOLD,APODERADO
752,CIUDAD OBREGON NAINARI,642,NOROESTE,WINCOR,DISPENSADOR,ACTIVO,MIGUEL ALEMAN,548,SONORA,CIUDAD OBREGON,85010,CAJEME,NORTE,27.504734,-109.930503,SUC,WINCOR,APODERADO
753,SANTA MARIA DEL RIO CENTRO,6830,BAJIO,WINCOR,PRACTDUAL,ACTIVO,PASCUAL MARIA HERNANDEZ,56,SAN LUIS POTOSI,SANTA MARIA DEL RIO,79560,SANTA MARIA DEL RIO,CENTRO,21.80076,-100.736033,SUC,WINCOR,APODERADO
754,ASCENSION,6629,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,AV MEXICO,SN,CHIHUAHUA,ASCENSION,31820,ASCENSION,ASCENSION,31.093018,-107.996126,SUC,DIEBOLD,APODERADO
